1,0.9915242791,0.0060066916,-0.1297825426,0.0481071919,0.9109531641,0.4096950293,0.1206867322,-0.4124660194,0.9029432535,1,-4.8,78.9,2546.3,1,0.9915242791,0.0060066916,-0.1297825426,0.0481071919,0.9109531641,0.4096950293,0.1206867322,-0.4124660194,0.9029432535,1,-6.0,-101.1,2627.8,1,0.9915556908,0.0044862689,-0.1296037585,0.0535201654,0.8961626887,0.4404861033,0.1181221977,-0.4437029064,0.8883551359,1,-6.9,-276.5,2714.6,1,-0.2878468931,-0.8222903609,-0.4908999205,0.8070653081,0.0676612929,-0.5865727067,0.5155479908,-0.5650314093,0.6441659331,0,-147.2,-108.8,2611.0,1,-0.5003558397,-0.8127680421,-0.2984160781,0.4386530221,0.0591910742,-0.8967050314,0.7464767694,-0.5795727372,0.3269065320,0,-80.6,-295.3,2491.9,0,-0.2549127936,0.8930624127,0.3707547188,-0.8115403652,0.0108850533,-0.5841950178,-0.5257582664,-0.4498011768,0.7219814062,1,135.2,-93.3,2644.5,1,-0.3842909336,0.9018452168,0.1974733621,-0.4190068841,0.0202223714,-0.9077578187,-0.8226504326,-0.4315858185,0.3701080680,1,52.3,-357.3,2473.5,1,0.9859265089,0.1663181633,0.0169478096,0.0337790549,-0.0988987684,-0.9945240021,-0.1637312919,0.9811000228,-0.1031249836,1,-97.0,-465.6,2793.0,1,0.9859265089,0.0237031132,0.1654905528,0.0337790549,0.9412364960,-0.3360548317,-0.1637312919,0.3369154632,0.9271892905,1,-165.7,-424.8,2387.6,1,0.9975315928,0.0414997414,0.0566438586,0.0563759245,0.0075993375,-0.9983807206,-0.0418629944,0.9991096258,0.0052409931,1,81.4,-452.4,2818.1,1,0.9975315928,-0.0334599465,0.0617348105,0.0563759245,0.9057605267,-0.4200233519,-0.0418629944,0.4224669337,0.9054110646,1,65.2,-455.4,2426.9,1,-13.9,-353.9,2392.2,0,-51.4,-470.3,2251.7,1,-174.8,-786.2,2258.2,1,77.6,-792.0,2269.9,1,
2,0.9922958612,0.0172640383,-0.1226817891,0.0360162966,0.9072775841,0.4189871848,0.1185398474,-0.4201777875,0.8996660113,1,-2.7,82.4,2546.3,1,0.9922958612,0.0172640383,-0.1226817891,0.0360162966,0.9072775841,0.4189871848,0.1185398474,-0.4201777875,0.8996660113,1,-6.1,-96.4,2629.1,1,0.9923613071,0.0172293372,-0.1221564561,0.0394320302,0.8939543962,0.4464198053,0.1168938205,-0.4478266239,0.8864463568,1,-9.5,-271.4,2716.8,1,-0.2753717005,-0.8218001127,-0.4988135695,0.8135790825,0.0771886706,-0.5763081312,0.5121128559,-0.5645232201,0.6473438144,0,-147.4,-102.2,2612.5,1,-0.4930450022,-0.8124190569,-0.3112584949,0.4494040310,0.0685123503,-0.8906975389,0.7449446917,-0.5790348053,0.3313247561,0,-83.7,-290.2,2494.1,0,-0.2470029294,0.8979421854,0.3642655313,-0.8131955862,0.0123500824,-0.5818594694,-0.5269748569,-0.4399401248,0.7271521091,1,135.2,-90.7,2645.7,1,-0.3917078674,0.8991607428,0.1951280236,-0.4205581546,0.0136537943,-0.9071628451,-0.8183494210,-0.4374054968,0.3728010654,1,54.7,-356.0,2473.8,1,0.9846839905,0.1736698002,0.0153691033,0.0423838906,-0.1529362649,-0.9873267412,-0.1691183448,0.9728562832,-0.1579546928,1,-97.4,-456.8,2790.9,1,0.9846839905,0.0181715377,0.1733989865,0.0423838906,0.9397696853,-0.3391703665,-0.1691183448,0.3413249552,0.9246060252,1,-167.2,-395.3,2400.0,1,0.9978566170,0.0386212394,0.0528255031,0.0509810857,0.0472758263,-0.9975800514,-0.0410251468,0.9981349707,0.0452055447,1,81.7,-447.1,2812.2,1,0.9978566170,-0.0288050137,0.0587571710,0.0509810857,0.9051293135,-0.4220685363,-0.0410251468,0.4241594076,0.9046577811,1,66.6,-465.6,2421.6,1,-17.9,-350.2,2394.7,0,-51.2,-469.6,2252.7,1,-174.7,-785.4,2258.3,1,76.9,-790.0,2269.6,1,
3,0.9879227281,0.0191896390,-0.1537546515,0.0476779975,0.9065093398,0.4194849432,0.1474297941,-0.4217494130,0.8946462274,1,-4.0,80.5,2545.8,1,0.9879227281,0.0191896390,-0.1537546515,0.0476779975,0.9065093398,0.4194849432,0.1474297941,-0.4217494130,0.8946462274,1,-7.8,-98.0,2628.8,1,0.9880231619,0.0184719041,-0.1531959623,0.0524795130,0.8934006095,0.4461852908,0.1451072544,-0.4488810301,0.8817310929,1,-11.5,-272.9,2716.7,1,-0.3003805280,-0.8062597513,-0.5096241236,0.8107405305,0.0656422302,-0.5817137361,0.5024652481,-0.5879084468,0.6339498162,0,-148.5,-105.6,2608.2,1,-0.5198967457,-0.7963564992,-0.3090690672,0.4441384971,0.0570656024,-0.8941389918,0.7296906114,-0.6021293998,0.3240243495,0,-79.1,-293.0,2492.1,0,-0.2387874126,0.9060010910,0.3494890332,-0.8140832186,0.0094321761,-0.5806716681,-0.5293856263,-0.4231702387,0.7353079915,1,132.8,-90.5,2649.4,1,-0.3870471120,0.9033313394,0.1848974377,-0.4186113775,0.0065212091,-0.9081420302,-0.8215588927,-0.4288939238,0.3756207526,1,55.0,-355.8,2476.9,1,0.9860820174,0.1656038910,0.0147496723,0.0444496721,-0.1771053076,-0.9831876159,-0.1602074504,0.9701592922,-0.1820014119,1,-102.6,-450.0,2793.9,1,0.9860820174,0.0144962305,0.1656262577,0.0444496721,0.9369434118,-0.3466429114,-0.1602074504,0.3491804004,0.9232587218,1,-168.3,-379.8,2409.1,1,0.9991449714,0.0211260933,0.0355383754,0.0346115828,0.0427253768,-0.9984871745,-0.0226125233,0.9988634586,0.0419576354,1,76.8,-442.9,2815.1,1,0.9991449714,-0.0218405742,0.0351038054,0.0346115828,0.9062698483,-0.4212801456,-0.0226125233,0.4221349359,0.9062509537,1,68.5,-459.6,2424.0,1,-9.7,-352.3,2394.7,0,-51.0,-470.4,2251.9,1,-174.5,-784.0,2258.5,1,76.5,-791.5,2269.5,1,
4,0.9839816689,0.0202247668,-0.1771185547,0.0559241958,0.9083697796,0.4144114256,0.1692705154,-0.4176784754,0.8926881552,1,-5.8,77.5,2547.5,1,0.9839816689,0.0202247668,-0.1771185547,0.0559241958,0.9083697796,0.4144114256,0.1692705154,-0.4176784754,0.8926881552,1,-9.8,-101.0,2629.6,1,0.9841045141,0.0201272592,-0.1764461845,0.0614078455,0.8937020302,0.4444386661,0.1666356474,-0.4482092857,0.8782601953,1,-13.8,-275.9,2717.3,1,-0.3186347485,-0.7938084006,-0.5180156231,0.8077843189,0.0585302301,-0.5865651965,0.4959399402,-0.6053448915,0.6225761771,0,-149.9,-109.8,2605.9,1,-0.5397095680,-0.7835196853,-0.3079131842,0.4391147494,0.0500494540,-0.8970358372,0.7182561159,-0.6193480492,0.3170428574,0,-76.3,-296.5,2491.3,0,-0.2285226882,0.9138041735,0.3357667327,-0.8086313605,0.0138882641,-0.5881516933,-0.5421186686,-0.4059174955,0.7357569337,1,130.3,-92.1,2653.3,1,-0.3880334496,0.9037658572,0.1806580275,-0.4167770743,0.0027612518,-0.9090045094,-0.8220260739,-0.4280183017,0.3755974174,1,55.9,-355.6,2476.6,1,0.9871215224,0.1591723859,0.0159777645,0.0400419720,-0.1491477191,-0.9880038500,-0.1548798829,0.9759196043,-0.1536004990,1,-104.4,-452.6,2791.5,1,0.9871215224,0.0179159846,0.1589658856,0.0400419720,0.9344041944,-0.3539568186,-0.1548798829,0.3557637036,0.9216530919,1,-167.1,-393.8,2407.0,1,0.9991143346,0.0193661414,0.0373558737,0.0370061919,0.0181107260,-0.9991509318,-0.0200262386,0.9996483922,0.0173780192,1,74.1,-443.1,2817.7,1,0.9991143346,-0.0253756996,0.0335646011,0.0370061919,0.9095686674,-0.4139026701,-0.0200262386,0.4147782028,0.9097021222,1,66.5,-450.2,2426.4,1,-4.2,-355.1,2395.4,0,-50.8,-470.2,2250.6,1,-174.6,-785.6,2257.8,1,76.2,-794.6,2269.3,1,
5,0.9874521494,0.0205089003,-0.1565809846,0.0467823707,0.9090329409,0.4140899777,0.1508298069,-0.4162192941,0.8966671228,1,-3.5,82.4,2546.4,1,0.9874521494,0.0205089003,-0.1565809846,0.0467823707,0.9090329409,0.4140899777,0.1508298069,-0.4162192941,0.8966671228,1,-7.5,-96.8,2628.4,1,0.9875820875,0.0186179709,-0.1559968144,0.0527755171,0.8959349990,0.4410388172,0.1479742527,-0.4437948465,0.8838267922,1,-11.2,-272.2,2715.3,1,-0.3026114702,-0.8048034310,-0.5106052756,0.8075582981,0.0680433288,-0.5858495831,0.5062370300,-0.5896283388,0.6293349862,0,-148.1,-104.4,2607.4,1,-0.5222985744,-0.7948534489,-0.3088886738,0.4394348860,0.0595581681,-0.8962978125,0.7308222651,-0.6038715243,0.3181791902,0,-78.2,-291.1,2490.4,0,-0.2317114472,0.8932096362,0.3853392005,-0.8161389828,0.0370610356,-0.5766659975,-0.5293647051,-0.4481104612,0.7203957438,1,133.1,-89.2,2649.5,1,-0.3937630355,0.8932096362,0.2170879543,-0.4166880548,0.0370610356,-0.9082937241,-0.8193422556,-0.4481104612,0.3575965464,1,57.9,-354.2,2477.5,1,0.9865896702,0.1606661826,0.0287613440,0.0471619256,-0.1119153872,-0.9925979376,-0.1562580913,0.9806433320,-0.1179918870,1,-106.6,-456.5,2790.0,1,0.9865896702,0.0134641407,0.1626639366,0.0471619256,0.9305666685,-0.3630721867,-0.1562580913,0.3658748269,0.9174524546,1,-169.7,-412.5,2405.0,1,0.9993504882,0.0120539041,0.0339606889,0.0339389704,0.0020018918,-0.9994218946,-0.0121149216,0.9999253154,0.0015914945,1,71.2,-445.4,2820.1,1,0.9993504882,-0.0258556362,0.0251020137,0.0339389704,0.9094639421,-0.4143953323,-0.0121149216,0.4149781168,0.9097507596,1,66.4,-446.2,2428.6,1,-8.5,-349.7,2392.8,0,-50.7,-469.1,2251.5,1,-175.1,-784.4,2258.8,1,76.3,-793.4,2270.2,1,
6,0.9892738461,0.0265013985,-0.1436486542,0.0392340794,0.8990612626,0.4360613525,0.1407051831,-0.4370200038,0.8883780241,1,-1.7,84.6,2537.8,1,0.9892738461,0.0265013985,-0.1436486542,0.0392340794,0.8990612626,0.4360613525,0.1407051831,-0.4370200038,0.8883780241,1,-6.9,-93.0,2624.1,1,0.9894364476,0.0233384687,-0.1430764943,0.0450652242,0.8885387182,0.4565830827,0.1377849579,-0.4582076967,0.8781008124,1,-11.5,-266.9,2713.8,1,-0.2896268964,-0.8097034097,-0.5103886724,0.8185333610,0.0668585226,-0.5705550313,0.4961042106,-0.5830182433,0.6434052587,0,-147.8,-99.5,2604.6,1,-0.5108277202,-0.7999761701,-0.3147906363,0.4562776387,0.0580474734,-0.8879421353,0.7286053300,-0.5972173810,0.3353589773,0,-80.8,-288.7,2489.9,0,-0.2358349711,0.9000375271,0.3664891720,-0.8257833123,0.0132105956,-0.5638328195,-0.5123122334,-0.4356121123,0.7401204109,1,134.0,-86.5,2643.7,1,-0.3920406997,0.9000375271,0.1903589666,-0.4120481014,0.0132105956,-0.9110663533,-0.8225086331,-0.4356121123,0.3656796515,1,57.3,-355.0,2477.1,1,0.9844822884,0.1718293428,0.0356272943,0.0547123998,-0.1076463014,-0.9926826358,-0.1667368561,0.9792277217,-0.1153770760,1,-104.1,-452.4,2788.9,1,0.9844822884,0.0092529329,0.1752398610,0.0547123998,0.9326481223,-0.3566147387,-0.1667368561,0.3606686890,0.9176692963,1,-171.5,-410.2,2404.9,1,0.9984915257,0.0257005468,0.0485200100,0.0479846373,0.0210540034,-0.9986261725,-0.0266867783,0.9994479418,0.0197890121,1,74.4,-442.9,2815.6,1,0.9984915257,-0.0328222327,0.0440160260,0.0479846373,0.9112762213,-0.4089903831,-0.0266867783,0.4104855061,0.9114765525,1,64.3,-451.1,2424.3,1,-12.6,-349.6,2392.6,0,-50.8,-468.7,2250.3,1,-175.2,-787.0,2259.2,1,76.6,-793.2,2270.2,1,
7,0.9903166294,0.0310383271,-0.1353128850,0.0382823944,0.8758404851,0.4810799360,0.1334444284,-0.4816015661,0.8661711812,1,-2.7,84.4,2525.1,1,0.9903166294,0.0310383271,-0.1353128850,0.0382823944,0.8758404851,0.4810799360,0.1334444284,-0.4816015661,0.8661711812,1,-8.9,-88.9,2620.4,1,0.9904683232,0.0286126565,-0.1347359270,0.0427127816,0.8661652207,0.4979291856,0.1309506446,-0.4989380240,0.8566870689,1,-14.5,-258.3,2718.0,1,-0.2801165283,-0.8120363951,-0.5119878650,0.8431019783,0.0469267964,-0.5357022882,0.4590356946,-0.5817170739,0.6714845300,0,-149.9,-95.0,2601.7,1,-0.5032265186,-0.8024566174,-0.3206656575,0.4939358532,0.0373837389,-0.8686943054,0.7090771794,-0.5955382586,0.3775495887,0,-85.1,-289.8,2495.6,0,-0.2343058884,0.9023094773,0.3618541062,-0.8312656283,0.0070476877,-0.5558307171,-0.5040815473,-0.4310312867,0.7484075427,1,132.2,-82.8,2639.0,1,-0.3886941373,0.9023094773,0.1864256412,-0.4190943241,0.0070476877,-0.9079153538,-0.8205344677,-0.4310312867,0.3754133880,1,55.7,-354.2,2474.5,1,0.9836064577,0.1752952188,0.0423078798,0.0631420985,-0.1150341928,-0.9913527369,-0.1689125299,0.9777723551,-0.1242168769,1,-105.5,-445.0,2791.1,1,0.9836064577,0.0014170528,0.1803229302,0.0631420985,0.9339581132,-0.3517602682,-0.1689125299,0.3573796451,0.9185577631,1,-174.2,-399.9,2407.9,1,0.9988343120,0.0199112054,0.0439725928,0.0427221172,0.0593863092,-0.9973204732,-0.0224692225,0.9980365038,0.0584664345,1,73.3,-436.8,2816.0,1,0.9988343120,-0.0292792097,0.0383767225,0.0427221172,0.9062944055,-0.4204822183,-0.0224692225,0.4216316044,0.9064887762,1,65.5,-460.1,2425.5,1,-18.0,-355.8,2400.9,0,-50.4,-468.6,2250.5,1,-174.8,-786.8,2259.9,1,76.3,-792.3,2270.9,1,
8,0.9934149384,0.0386577770,-0.1078530997,0.0192535333,0.8716426492,0.4897635579,0.1129425317,-0.4886150062,0.8651585579,1,-2.0,84.0,2519.7,1,0.9934149384,0.0386577770,-0.1078530997,0.0192535333,0.8716426492,0.4897635579,0.1129425317,-0.4886150062,0.8651585579,1,-9.6,-88.2,2616.2,1,0.9935648441,0.0363351144,-0.1072786003,0.0227218829,0.8639531732,0.5030593276,0.1109624058,-0.5022596121,0.8575678468,1,-16.8,-257.2,2714.5,1,-0.2535085380,-0.8224183917,-0.5092753768,0.8500005007,0.0619321801,-0.5231286287,0.4617711306,-0.5655019283,0.6833556890,0,-151.1,-91.5,2600.4,1,-0.4786626101,-0.8133155704,-0.3307566047,0.5062158704,0.0521544665,-0.8608283401,0.7173754573,-0.5794805884,0.3867488503,0,-92.5,-287.9,2493.7,0,-0.2358901352,0.9021401405,0.3612464964,-0.8391830325,-0.0016541949,-0.5438466072,-0.4900282919,-0.4314399660,0.7574508786,1,131.8,-84.9,2632.0,1,-0.3929156065,0.9021401405,0.1782147735,-0.4162136316,-0.0016541949,-0.9092653394,-0.8199899793,-0.4314399660,0.3761329949,1,55.8,-355.2,2474.1,1,0.9876996875,0.1508795321,0.0410447344,0.0477289967,-0.0409493968,-0.9980205894,-0.1489001215,0.9877036810,-0.0476470366,1,-109.6,-431.6,2803.7,1,0.9876996875,0.0080361962,0.1561560780,0.0477289967,0.9355202317,-0.3500339985,-0.1489001215,0.3531816602,0.9236295223,1,-171.4,-414.8,2399.1,1,0.9990865588,0.0133256037,0.0406017900,0.0401594006,0.0319377072,-0.9986827374,-0.0146047780,0.9994010329,0.0313733816,1,69.4,-423.9,2827.4,1,0.9990865588,-0.0302507523,0.0301822647,0.0401594006,0.9060667157,-0.4212248027,-0.0146047780,0.4220521450,0.9064539075,1,64.2,-436.4,2436.3,1,-28.6,-355.5,2397.9,0,-51.2,-468.6,2250.8,1,-174.6,-784.8,2259.4,1,76.1,-793.5,2270.0,1,
9,0.9960601926,0.0338982791,-0.0819448680,0.0123432847,0.8620648384,0.5066476464,0.0878162757,-0.5056629777,0.8582500815,1,-2.8,83.3,2516.5,1,0.9960601926,0.0338982791,-0.0819448680,0.0123432847,0.8620648384,0.5066476464,0.0878162757,-0.5056629777,0.8582500815,1,-9.5,-87.5,2616.6,1,0.9961877465,0.0315240473,-0.0813403502,0.0156850927,0.8525007367,0.5224906206,0.0858137235,-0.5217745900,0.8487563133,1,-15.7,-254.3,2718.8,1,-0.2342888564,-0.8356849551,-0.4967286587,0.8621599674,0.0574868508,-0.5033640862,0.4492091835,-0.5461921692,0.7070255876,0,-151.3,-89.8,2604.4,1,-0.4560635686,-0.8270216584,-0.3286962807,0.5261385441,0.0473230556,-0.8490811586,0.7177633643,-0.5601747632,0.4135456383,0,-97.2,-289.0,2500.6,0,-0.2520153522,0.9182407260,0.3054868281,-0.8401848078,-0.0509750843,-0.5398991108,-0.4801851213,-0.3927282393,0.7843384147,1,132.3,-85.2,2628.9,1,-0.3752720058,0.9182407260,0.1265103072,-0.4287954569,-0.0509750843,-0.9019623399,-0.8217696548,-0.3927282393,0.4128669798,1,52.2,-352.0,2476.4,1,0.9912071228,0.1318301558,0.0113708619,0.0277108662,-0.1227851510,-0.9920463562,-0.1293854415,0.9836384654,-0.1253586411,1,-113.6,-428.4,2802.8,1,0.9912071228,0.0194414705,0.1308835894,0.0277108662,0.9367131591,-0.3489993513,-0.1293854415,0.3495575190,0.9279379845,1,-166.3,-379.3,2410.1,1,0.9993000627,0.0039677313,0.0371980891,0.0369130746,0.0568067394,-0.9977025986,-0.0060717179,0.9983773232,0.0566205159,1,65.9,-424.3,2822.8,1,0.9993000627,-0.0308871586,0.0211050771,0.0369130746,0.9057089090,-0.4222899973,-0.0060717179,0.4227734804,0.9062150717,1,64.3,-446.5,2432.1,1,-36.3,-359.2,2404.8,0,-50.8,-469.7,2250.7,1,-174.7,-785.7,2258.5,1,76.2,-793.0,2270.3,1,
10,0.9976723194,0.0296625141,-0.0614010729,0.0079827020,0.8434382677,0.5371668339,0.0677217320,-0.5364066362,0.8412382007,1,-3.1,82.3,2505.9,1,0.9976723194,0.0296625141,-0.0614010729,0.0079827020,0.8434382677,0.5371668339,0.0677217320,-0.5364066362,0.8412382007,1,-9.0,-85.3,2612.5,1,0.9977601767,0.0277162641,-0.0608804151,0.0105508287,0.8335232139,0.5523836613,0.0660552531,-0.5517887473,0.8313638568,1,-14.4,-248.3,2720.5,1,-0.2190448195,-0.8457173705,-0.4866019487,0.8791637421,0.0452305786,-0.4743683338,0.4231908321,-0.5317106843,0.7336165309,0,-151.0,-86.8,2603.1,1,-0.4380474687,-0.8374043107,-0.3269073367,0.5545182228,0.0345156901,-0.8314554691,0.7075478435,-0.5454930067,0.4492364526,0,-100.4,-290.0,2505.3,0,-0.2475746721,0.9133368731,0.3232994378,-0.8537764549,-0.0479180031,-0.5184299946,-0.4580093920,-0.4043755829,0.7916488051,1,133.0,-83.8,2621.9,1,-0.3856635094,0.9133368731,0.1306881607,-0.4205015302,-0.0479180031,-0.9060255885,-0.8212442398,-0.4043755829,0.4025397897,1,54.7,-353.9,2477.0,1,0.9914713502,0.1291968971,0.0171076469,0.0226967130,-0.0419122912,-0.9988634586,-0.1283330321,0.9907328486,-0.0444871821,1,-111.8,-422.5,2813.1,1,0.9914713502,0.0244090706,0.1280183792,0.0226967130,0.9349523783,-0.3540464938,-0.1283330321,0.3539325595,0.9264245033,1,-165.5,-405.1,2401.6,1,0.9994919896,0.0058801174,0.0313239843,0.0310423616,0.0430642143,-0.9985899329,-0.0072207688,0.9990550280,0.0428598039,1,68.2,-419.8,2828.7,1,0.9994919896,-0.0250155330,0.0197481867,0.0310423616,0.9044821858,-0.4253802598,-0.0072207688,0.4257771969,0.9047992229,1,65.9,-436.6,2437.5,1,-41.9,-364.0,2410.8,0,-50.8,-468.9,2252.5,1,-175.4,-784.0,2258.2,1,75.7,-793.9,2269.3,1,
